Champion,1st Item,2nd Item,3rd Item,4th Item, Pick Rate, Win Rate
Ryze, Rod of Ages, Archangel's Staff, Morellonomicon,NaN,0.2132,0.4847
Ryze, Rod of Ages, Archangel's Staff, Righteous Glory,NaN,0.1038,0.5874
Ryze, Rod of Ages, Archangel's Staff, Zhonya's Hourglass,NaN,0.0787,0.503
Ryze, Archangel's Staff, Rod of Ages, Morellonomicon,NaN,0.0424,0.5714
Ryze, Archangel's Staff, Morellonomicon, Zhonya's Hourglass,NaN,0.0414,0.5843
Ryze, Rod of Ages, Archangel's Staff, Rabadon's Deathcap,NaN,0.0405,0.5517
Ryze, Archangel's Staff, Morellonomicon, Rabadon's Deathcap,NaN,0.0326,0.5286
Ryze, Rod of Ages, Archangel's Staff, Rylai's Crystal Scepter,NaN,0.0261,0.5357
Sett, Tiamat, Trinity Force, Titanic Hydra, Sterak's Gage,0.097,0.7436
Sett, Black Cleaver, Sterak's Gage, Gargoyle Stoneplate,NaN,0.0547,0.5455
Sett, Trinity Force, Titanic Hydra, Sterak's Gage,NaN,0.0522,0.5238
Sett, Black Cleaver, Titanic Hydra, Sterak's Gage,NaN,0.0348,0.5
Sett, Tiamat, Black Cleaver, Titanic Hydra, Sterak's Gage,0.0274,0.3636
Sett, Black Cleaver, Sterak's Gage, Dead Man's Plate,NaN,0.0274,0.3636
Sett, Trinity Force, Sterak's Gage, Titanic Hydra,NaN,0.0224,0.4444
Sett, Trinity Force, Sterak's Gage, Dead Man's Plate,NaN,0.0224,0.8889
Sylas, Hextech Protobelt-01, Luden's Echo, Zhonya's Hourglass,NaN,0.3389,0.5765
Sylas, Luden's Echo, Hextech Protobelt-01, Zhonya's Hourglass,NaN,0.0891,0.585
Sylas, Hextech Protobelt-01, Luden's Echo, Morellonomicon,NaN,0.0853,0.5939
Sylas, Hextech Protobelt-01, Zhonya's Hourglass, Luden's Echo,NaN,0.0431,0.6014
Sylas, Hextech Protobelt-01, Zhonya's Hourglass, Morellonomicon,NaN,0.041,0.617
Sylas, Hextech Protobelt-01, Morellonomicon, Zhonya's Hourglass,NaN,0.037,0.5591
Sylas, Hextech Protobelt-01, Luden's Echo, Mejai's Soulstealer,NaN,0.0311,0.7664
Sylas, Luden's Echo, Hextech Protobelt-01, Morellonomicon,NaN,0.0259,0.5393
Syndra, Luden's Echo, Morellonomicon, Zhonya's Hourglass,NaN,0.2388,0.557
Syndra, Luden's Echo, Zhonya's Hourglass, Morellonomicon,NaN,0.0956,0.5695
Syndra, Luden's Echo, Morellonomicon, Rabadon's Deathcap,NaN,0.0785,0.5403
Syndra, Luden's Echo, Morellonomicon, Void Staff,NaN,0.0551,0.4828
Syndra, Luden's Echo, Morellonomicon, Banshee's Veil,NaN,0.0386,0.541
Syndra, Luden's Echo, Morellonomicon, Mejai's Soulstealer,NaN,0.038,0.7667
Syndra, Hextech GLP-800, Morellonomicon, Zhonya's Hourglass,NaN,0.0291,0.6087
Syndra, Luden's Echo, Zhonya's Hourglass, Void Staff,NaN,0.0222,0.3714
Taliyah, Luden's Echo, Morellonomicon, Zhonya's Hourglass,NaN,0.1126,0.6585
Taliyah, Hextech GLP-800, Morellonomicon, Zhonya's Hourglass,NaN,0.0824,0.4
Taliyah, Hextech GLP-800, Zhonya's Hourglass, Morellonomicon,NaN,0.0659,0.625
Taliyah, Hextech GLP-800, Morellonomicon, Mejai's Soulstealer,NaN,0.0522,0.8421
Taliyah, Hextech GLP-800, Morellonomicon, Rabadon's Deathcap,NaN,0.0467,0.7059
Taliyah, Luden's Echo, Morellonomicon, Mejai's Soulstealer,NaN,0.0467,0.7059
Taliyah, Luden's Echo, Zhonya's Hourglass, Morellonomicon,NaN,0.0412,0.5333
Taliyah, Hextech GLP-800, Morellonomicon, Banshee's Veil,NaN,0.033,0.4167
Talon, Tiamat, Duskblade of Draktharr, Youmuu's Ghostblade, Edge of Night,0.1945,0.5764
Talon, Tiamat, Black Cleaver, Death's Dance, Sterak's Gage,0.0653,0.5775
Talon, Tiamat, Duskblade of Draktharr, Umbral Glaive, Youmuu's Ghostblade,0.06,0.6071
Talon, Tiamat, Duskblade of Draktharr, Youmuu's Ghostblade, Umbral Glaive,0.0597,0.5897
Talon, Tiamat, Umbral Glaive, Duskblade of Draktharr, Youmuu's Ghostblade,0.0558,0.5934
Talon, Tiamat, Duskblade of Draktharr, Youmuu's Ghostblade, Black Cleaver,0.0475,0.6323
Talon, Tiamat, Umbral Glaive, Duskblade of Draktharr, Edge of Night,0.0472,0.6039
Talon, Tiamat, Duskblade of Draktharr, Umbral Glaive, Edge of Night,0.0469,0.5882
Taric, Zeke's Convergence, Knight's Vow, Ardent Censer,NaN,0.3361,0.775
Taric, Zeke's Convergence, Knight's Vow, Shurelya's Reverie,NaN,0.1429,0.8824
Taric, Zeke's Convergence, Knight's Vow, Redemption,NaN,0.0672,0.75
Taric, Zeke's Convergence, Knight's Vow, Locket of the Iron Solari,NaN,0.0504,0.8333
Taric, Zeke's Convergence, Shurelya's Reverie, Knight's Vow,NaN,0.042,0.8
Taric, Zeke's Convergence, Knight's Vow, Mikael's Crucible,NaN,0.042,1
Taric, Knight's Vow, Zeke's Convergence, Locket of the Iron Solari,NaN,0.0336,0.75
Taric, Zeke's Convergence, Ardent Censer, Knight's Vow,NaN,0.0252,0.6667
TwistedFate, Rod of Ages, Lich Bane, Zhonya's Hourglass,NaN,0.4001,0.5637
TwistedFate, Rod of Ages, Zhonya's Hourglass, Lich Bane,NaN,0.2124,0.5497
TwistedFate, Rod of Ages, Lich Bane, Mejai's Soulstealer,NaN,0.054,0.7259
TwistedFate, Rod of Ages, Mejai's Soulstealer, Lich Bane,NaN,0.0359,0.7328
TwistedFate, Rod of Ages, Lich Bane, Rapid Firecannon,NaN,0.0345,0.5714
TwistedFate, Rod of Ages, Lich Bane, Rabadon's Deathcap,NaN,0.0266,0.5876
TwistedFate, Rod of Ages, Lich Bane, Morellonomicon,NaN,0.0258,0.4255
TwistedFate, Rod of Ages, Zhonya's Hourglass, Mejai's Soulstealer,NaN,0.0225,0.7073
Veigar, Hextech GLP-800, Twin Shadows, Zhonya's Hourglass,NaN,0.0901,0.475
Veigar, Hextech GLP-800, Twin Shadows, Rabadon's Deathcap,NaN,0.0676,0.6
Veigar, Luden's Echo, Zhonya's Hourglass, Rabadon's Deathcap,NaN,0.0541,0.5833
Veigar, Luden's Echo, Zhonya's Hourglass, Morellonomicon,NaN,0.0495,0.5455
Veigar, Luden's Echo, Morellonomicon, Rabadon's Deathcap,NaN,0.0383,0.7647
Veigar, Luden's Echo, Rabadon's Deathcap, Zhonya's Hourglass,NaN,0.036,0.625
Veigar, Luden's Echo, Morellonomicon, Zhonya's Hourglass,NaN,0.0315,0.5714
Veigar, Hextech GLP-800, Twin Shadows, Morellonomicon,NaN,0.0248,0.4545
VelKoz, Luden's Echo, Zhonya's Hourglass, Morellonomicon,NaN,0.082,0.5
VelKoz, Luden's Echo, Morellonomicon, Zhonya's Hourglass,NaN,0.0757,0.5833
VelKoz, Hextech GLP-800, Twin Shadows, Zhonya's Hourglass,NaN,0.0662,0.7619
VelKoz, Hextech GLP-800, Twin Shadows, Morellonomicon,NaN,0.0536,0.7647
VelKoz, Luden's Echo, Zhonya's Hourglass, Liandry's Torment,NaN,0.0379,0.6667
VelKoz, Hextech GLP-800, Zhonya's Hourglass, Twin Shadows,NaN,0.0315,0.4
VelKoz, Luden's Echo, Morellonomicon, Liandry's Torment,NaN,0.0252,0.625
VelKoz, Luden's Echo, Morellonomicon, Rabadon's Deathcap,NaN,0.0252,0.625
Viktor, Perfect Hex Core, Luden's Echo, Morellonomicon,NaN,0.103,0.5227
Viktor, Perfect Hex Core, Luden's Echo, Lich Bane,NaN,0.096,0.5976
Viktor, Perfect Hex Core, Lich Bane, Zhonya's Hourglass,NaN,0.0878,0.6
Viktor, Perfect Hex Core, Lich Bane, Morellonomicon,NaN,0.0855,0.5753
Viktor, Perfect Hex Core, Lich Bane, Rabadon's Deathcap,NaN,0.0468,0.675
Viktor, Perfect Hex Core, Luden's Echo, Zhonya's Hourglass,NaN,0.0316,0.4815
Viktor, Perfect Hex Core, Zhonya's Hourglass, Lich Bane,NaN,0.0316,0.6296
Viktor, Perfect Hex Core, Luden's Echo, Rabadon's Deathcap,NaN,0.0269,0.6522
Vladimir, Hextech Protobelt-01, Rabadon's Deathcap, Zhonya's Hourglass,NaN,0.181,0.5913
Vladimir, Hextech Protobelt-01, Zhonya's Hourglass, Rabadon's Deathcap,NaN,0.0885,0.6222
Vladimir, Hextech Protobelt-01, Spellbinder, Zhonya's Hourglass,NaN,0.0807,0.5707
Vladimir, Spellbinder, Rabadon's Deathcap, Zhonya's Hourglass,NaN,0.0689,0.5771
Vladimir, Hextech Protobelt-01, Spellbinder, Rabadon's Deathcap,NaN,0.0598,0.7434
Vladimir, Hextech Protobelt-01, Zhonya's Hourglass, Morellonomicon,NaN,0.0488,0.5242
Vladimir, Hextech Protobelt-01, Zhonya's Hourglass, Spellbinder,NaN,0.0413,0.5238
Vladimir, Hextech Protobelt-01, Morellonomicon, Zhonya's Hourglass,NaN,0.0311,0.6329
Xerath, Luden's Echo, Morellonomicon, Rabadon's Deathcap,NaN,0.131,0.6203
Xerath, Luden's Echo, Morellonomicon, Mejai's Soulstealer,NaN,0.1045,0.6508
Xerath, Luden's Echo, Mejai's Soulstealer, Morellonomicon,NaN,0.1028,0.7419
Xerath, Luden's Echo, Morellonomicon, Zhonya's Hourglass,NaN,0.0746,0.5556
Xerath, Luden's Echo, Zhonya's Hourglass, Morellonomicon,NaN,0.0663,0.675
Xerath, Luden's Echo, Morellonomicon, Void Staff,NaN,0.0564,0.4412
Xerath, Luden's Echo, Mejai's Soulstealer, Rabadon's Deathcap,NaN,0.0464,0.5
Xerath, Luden's Echo, Mejai's Soulstealer, Zhonya's Hourglass,NaN,0.0415,0.68
Yasuo, Statikk Shiv, Infinity Edge, Sterak's Gage,NaN,0.1975,0.6128
Yasuo, Phantom Dancer, Infinity Edge, Frozen Mallet,NaN,0.169,0.5862
Yasuo, Phantom Dancer, Infinity Edge, Guardian Angel,NaN,0.135,0.6252
Yasuo, Phantom Dancer, Infinity Edge, Bloodthirster,NaN,0.1031,0.638
Yasuo, Statikk Shiv, Infinity Edge, Guardian Angel,NaN,0.0518,0.6396
Yasuo, Statikk Shiv, Infinity Edge, Bloodthirster,NaN,0.0466,0.59
Yasuo, Phantom Dancer, Infinity Edge, Mercurial Scimitar,NaN,0.0322,0.5362
Yasuo, Phantom Dancer, Infinity Edge, Sterak's Gage,NaN,0.0294,0.5714
Zed, Youmuu's Ghostblade, Duskblade of Draktharr, Edge of Night,NaN,0.2152,0.5591
Zed, Youmuu's Ghostblade, Duskblade of Draktharr, Black Cleaver,NaN,0.1315,0.5726
Zed, Duskblade of Draktharr, Youmuu's Ghostblade, Edge of Night,NaN,0.1137,0.6061
Zed, Youmuu's Ghostblade, Duskblade of Draktharr, Umbral Glaive,NaN,0.0673,0.5669
Zed, Duskblade of Draktharr, Youmuu's Ghostblade, Black Cleaver,NaN,0.0567,0.6075
Zed, Umbral Glaive, Youmuu's Ghostblade, Duskblade of Draktharr,NaN,0.0469,0.5593
Zed, Youmuu's Ghostblade, Umbral Glaive, Duskblade of Draktharr,NaN,0.0363,0.5547
Zed, Duskblade of Draktharr, Youmuu's Ghostblade, Umbral Glaive,NaN,0.035,0.5
Ziggs, Luden's Echo, Morellonomicon, Zhonya's Hourglass,NaN,0.1607,0.5862
Ziggs, Luden's Echo, Zhonya's Hourglass, Morellonomicon,NaN,0.1136,0.4878
Ziggs, Luden's Echo, Morellonomicon, Rabadon's Deathcap,NaN,0.1108,0.45
Ziggs, Luden's Echo, Morellonomicon, Void Staff,NaN,0.0609,0.4091
Ziggs, Luden's Echo, Zhonya's Hourglass, Rabadon's Deathcap,NaN,0.0499,0.6111
Ziggs, Luden's Echo, Morellonomicon, Mejai's Soulstealer,NaN,0.0471,0.8235
Ziggs, Luden's Echo, Morellonomicon, Liandry's Torment,NaN,0.0388,0.5714
Ziggs, Zhonya's Hourglass, Luden's Echo, Morellonomicon,NaN,0.0305,0.5455
Zilean, Hextech GLP-800, Twin Shadows, Mejai's Soulstealer,NaN,0.1021,0.7059
Zilean, Hextech GLP-800, Twin Shadows, Morellonomicon,NaN,0.0541,0.5556
Zilean, Hextech GLP-800, Twin Shadows, Zhonya's Hourglass,NaN,0.045,0.8
Zilean, Archangel's Staff, Mejai's Soulstealer, Morellonomicon,NaN,0.042,0.6429
Zilean, Hextech GLP-800, Morellonomicon, Mejai's Soulstealer,NaN,0.039,0.6923
Zilean, Archangel's Staff, Mejai's Soulstealer, Rabadon's Deathcap,NaN,0.033,0.7273
Zilean, Hextech GLP-800, Mejai's Soulstealer, Twin Shadows,NaN,0.03,0.6
Zilean, Hextech GLP-800, Twin Shadows, Rod of Ages,NaN,0.027,0.6667
Zoe, Luden's Echo, Morellonomicon, Zhonya's Hourglass,NaN,0.2118,0.594
Zoe, Luden's Echo, Morellonomicon, Rabadon's Deathcap,NaN,0.1219,0.5524
Zoe, Luden's Echo, Morellonomicon, Mejai's Soulstealer,NaN,0.0914,0.7366
Zoe, Luden's Echo, Zhonya's Hourglass, Morellonomicon,NaN,0.088,0.5475
Zoe, Luden's Echo, Mejai's Soulstealer, Morellonomicon,NaN,0.0644,0.687
Zoe, Luden's Echo, Morellonomicon, Banshee's Veil,NaN,0.0501,0.5882
Zoe, Luden's Echo, Morellonomicon, Void Staff,NaN,0.0462,0.5
Zoe, Luden's Echo, Banshee's Veil, Morellonomicon,NaN,0.0197,0.65
Aphelios, Essence Reaver, Runaan's Hurricane, Infinity Edge,NaN,0.5465,0.5662
Aphelios, Essence Reaver, Infinity Edge, Runaan's Hurricane,NaN,0.1654,0.608
Aphelios, Essence Reaver, Runaan's Hurricane, Guardian Angel,NaN,0.0357,0.6309
Aphelios, Infinity Edge, Runaan's Hurricane, Phantom Dancer,NaN,0.0253,0.6182
Aphelios, Essence Reaver, Infinity Edge, Phantom Dancer,NaN,0.0225,0.5578
Aphelios, Essence Reaver, Runaan's Hurricane, Maw of Malmortius,NaN,0.0175,0.5351
Aphelios, Essence Reaver, Phantom Dancer, Infinity Edge,NaN,0.0169,0.5364
Aphelios, Infinity Edge, Phantom Dancer, Runaan's Hurricane,NaN,0.0141,0.5217
Ashe, Blade of the Ruined King, Runaan's Hurricane, Infinity Edge,NaN,0.5318,0.6198
Ashe, Blade of the Ruined King, Runaan's Hurricane, Phantom Dancer,NaN,0.0745,0.5551
Ashe, Blade of the Ruined King, Runaan's Hurricane, Guardian Angel,NaN,0.0669,0.5818
Ashe, Blade of the Ruined King, Phantom Dancer, Infinity Edge,NaN,0.0337,0.5946
Ashe, Blade of the Ruined King, Runaan's Hurricane, Maw of Malmortius,NaN,0.0295,0.6186
Ashe, Blade of the Ruined King, Runaan's Hurricane, Essence Reaver,NaN,0.0182,0.6667
Ashe, Blade of the Ruined King, Infinity Edge, Runaan's Hurricane,NaN,0.0167,0.6182
Ashe, Blade of the Ruined King, Runaan's Hurricane, Mercurial Scimitar,NaN,0.0149,0.5714
Caitlyn, Stormrazor, Infinity Edge, Rapid Firecannon,NaN,0.4411,0.5868
Caitlyn, Stormrazor, Rapid Firecannon, Infinity Edge,NaN,0.2,0.5361
Caitlyn, Infinity Edge, Stormrazor, Rapid Firecannon,NaN,0.0665,0.5865
Caitlyn, Infinity Edge, Rapid Firecannon, Stormrazor,NaN,0.0396,0.6355
Caitlyn, Infinity Edge, Rapid Firecannon, Statikk Shiv,NaN,0.0355,0.5824
Caitlyn, Infinity Edge, Rapid Firecannon, Phantom Dancer,NaN,0.0265,0.5221
Caitlyn, Stormrazor, Infinity Edge, Phantom Dancer,NaN,0.0156,0.4875
Caitlyn, Infinity Edge, Essence Reaver, Rapid Firecannon,NaN,0.0125,0.5625
Cassiopeia, Archangel's Staff, Rylai's Crystal Scepter, Liandry's Torment,NaN,0.2181,0.5909
Cassiopeia, Archangel's Staff, Rylai's Crystal Scepter, Zhonya's Hourglass,NaN,0.1817,0.5758
Cassiopeia, Archangel's Staff, Rylai's Crystal Scepter, Morellonomicon,NaN,0.1178,0.5421
Cassiopeia, Archangel's Staff, Zhonya's Hourglass, Rylai's Crystal Scepter,NaN,0.0463,0.5
Cassiopeia, Archangel's Staff, Rylai's Crystal Scepter, Banshee's Veil,NaN,0.0441,0.55
Cassiopeia, Archangel's Staff, Liandry's Torment, Rylai's Crystal Scepter,NaN,0.0374,0.5882
Cassiopeia, Archangel's Staff, Morellonomicon, Zhonya's Hourglass,NaN,0.0242,0.3636
Cassiopeia, Archangel's Staff, Zhonya's Hourglass, Morellonomicon,NaN,0.0242,0.8182
Draven, Bloodthirster, Infinity Edge, Rapid Firecannon,NaN,0.3486,0.6317
Draven, Bloodthirster, Infinity Edge, Phantom Dancer,NaN,0.0919,0.5568
Draven, Bloodthirster, Rapid Firecannon, Infinity Edge,NaN,0.0438,0.5
Draven, Infinity Edge, Bloodthirster, Rapid Firecannon,NaN,0.0365,0.5429
Draven, Bloodthirster, Infinity Edge, Stormrazor,NaN,0.0282,0.6667
Draven, Infinity Edge, Stormrazor, Rapid Firecannon,NaN,0.0261,0.64
Draven, Stormrazor, Infinity Edge, Rapid Firecannon,NaN,0.023,0.6818
Draven, Bloodthirster, Stormrazor, Infinity Edge,NaN,0.0219,0.7619
Ezreal, Manamune, Iceborn Gauntlet, Blade of the Ruined King,NaN,0.3764,0.5782
Ezreal, Manamune, Trinity Force, Blade of the Ruined King,NaN,0.2738,0.6103
Ezreal, Iceborn Gauntlet, Manamune, Blade of the Ruined King,NaN,0.0616,0.6051
Ezreal, Manamune, Iceborn Gauntlet, Duskblade of Draktharr,NaN,0.0309,0.6145
Ezreal, Manamune, Trinity Force, Duskblade of Draktharr,NaN,0.0294,0.6497
Ezreal, Trinity Force, Manamune, Blade of the Ruined King,NaN,0.0277,0.5788
Ezreal, Manamune, Trinity Force, Maw of Malmortius,NaN,0.0263,0.601
Ezreal, Manamune, Trinity Force, Hextech Gunblade,NaN,0.0228,0.609
Heimerdinger, Luden's Echo, Zhonya's Hourglass, Morellonomicon,NaN,0.2664,0.6543
Heimerdinger, Luden's Echo, Zhonya's Hourglass, Rylai's Crystal Scepter,NaN,0.1349,0.561
Heimerdinger, Luden's Echo, Zhonya's Hourglass, Liandry's Torment,NaN,0.0757,0.6522
Heimerdinger, Luden's Echo, Morellonomicon, Zhonya's Hourglass,NaN,0.0493,0.5333
Heimerdinger, Luden's Echo, Zhonya's Hourglass, Rabadon's Deathcap,NaN,0.0428,0.5385
Heimerdinger, Luden's Echo, Rabadon's Deathcap, Zhonya's Hourglass,NaN,0.0296,0.6667
Heimerdinger, Luden's Echo, Zhonya's Hourglass, Banshee's Veil,NaN,0.0263,0.375
Heimerdinger, Luden's Echo, Morellonomicon, Rabadon's Deathcap,NaN,0.0197,0.8333
Jhin, Stormrazor, Rapid Firecannon, Infinity Edge,NaN,0.3533,0.5731
Jhin, Stormrazor, Infinity Edge, Rapid Firecannon,NaN,0.2176,0.5743
Jhin, Essence Reaver, Infinity Edge, Rapid Firecannon,NaN,0.0475,0.6319
Jhin, Essence Reaver, Rapid Firecannon, Infinity Edge,NaN,0.0418,0.5688
Jhin, Infinity Edge, Rapid Firecannon, Stormrazor,NaN,0.0371,0.5
Jhin, Infinity Edge, Stormrazor, Rapid Firecannon,NaN,0.0279,0.5421
Jhin, Infinity Edge, Rapid Firecannon, Essence Reaver,NaN,0.0196,0.5067
Jhin, Infinity Edge, Essence Reaver, Rapid Firecannon,NaN,0.0123,0.5532
Jinx, Infinity Edge, Rapid Firecannon, Runaan's Hurricane,NaN,0.3691,0.6037
Jinx, Infinity Edge, Runaan's Hurricane, Rapid Firecannon,NaN,0.2899,0.5766
Jinx, Infinity Edge, Rapid Firecannon, Stormrazor,NaN,0.0544,0.5551
Jinx, Stormrazor, Rapid Firecannon, Infinity Edge,NaN,0.0309,0.6187
Jinx, Infinity Edge, Rapid Firecannon, Phantom Dancer,NaN,0.03,0.5556
Jinx, Infinity Edge, Runaan's Hurricane, Stormrazor,NaN,0.0204,0.5652
Jinx, Stormrazor, Infinity Edge, Rapid Firecannon,NaN,0.0198,0.5955
Jinx, Infinity Edge, Runaan's Hurricane, Phantom Dancer,NaN,0.0153,0.4638
Kai'Sa, Manamune, Guinsoo's Rageblade, Nashor's Tooth,NaN,0.4104,0.5394
Kai'Sa, Manamune, Guinsoo's Rageblade, Runaan's Hurricane,NaN,0.1564,0.5445
Kai'Sa, Stormrazor, Guinsoo's Rageblade, Runaan's Hurricane,NaN,0.124,0.5682
Kai'Sa, Stormrazor, Guinsoo's Rageblade, Phantom Dancer,NaN,0.0512,0.5146
Kai'Sa, Manamune, Guinsoo's Rageblade, Phantom Dancer,NaN,0.0484,0.5206
Kai'Sa, Stormrazor, Guinsoo's Rageblade, Rapid Firecannon,NaN,0.0215,0.5231
Kai'Sa, Manamune, Guinsoo's Rageblade, Zhonya's Hourglass,NaN,0.0198,0.5377
Kai'Sa, Infinity Edge, Guinsoo's Rageblade, Runaan's Hurricane,NaN,0.0176,0.5424
Kalista, Blade of the Ruined King, Runaan's Hurricane, Bloodthirster,NaN,0.4132,0.6275
Kalista, Blade of the Ruined King, Runaan's Hurricane, Guardian Angel,NaN,0.1238,0.5514
Kalista, Blade of the Ruined King, Runaan's Hurricane, Mercurial Scimitar,NaN,0.0995,0.6163
Kalista, Blade of the Ruined King, Runaan's Hurricane, Wit's End,NaN,0.0671,0.6379
Kalista, Blade of the Ruined King, Runaan's Hurricane, Phantom Dancer,NaN,0.0567,0.551
Kalista, Blade of the Ruined King, Runaan's Hurricane, Maw of Malmortius,NaN,0.044,0.5263
Kalista, Blade of the Ruined King, Runaan's Hurricane, Guinsoo's Rageblade,NaN,0.0382,0.7273
Kalista, Blade of the Ruined King, Runaan's Hurricane, Mortal Reminder,NaN,0.0278,0.5833
Kindred, Infinity Edge, Essence Reaver, Runaan's Hurricane,NaN,0.4698,0.6257
Kindred, Infinity Edge, Essence Reaver, Rapid Firecannon,NaN,0.0632,0.7391
Kindred, Essence Reaver, Infinity Edge, Runaan's Hurricane,NaN,0.044,0.5
Kindred, Blade of the Ruined King, Runaan's Hurricane, Infinity Edge,NaN,0.044,0.625
Kindred, Infinity Edge, Stormrazor, Runaan's Hurricane,NaN,0.0412,0.4
Kindred, Infinity Edge, Runaan's Hurricane, Essence Reaver,NaN,0.0412,0.6
Kindred, Stormrazor, Infinity Edge, Runaan's Hurricane,NaN,0.022,0.625
Kindred, Stormrazor, Infinity Edge, Rapid Firecannon,NaN,0.0192,0.4286
KogMaw, Blade of the Ruined King, Guinsoo's Rageblade, Runaan's Hurricane,NaN,0.4149,0.5031
KogMaw, Blade of the Ruined King, Guinsoo's Rageblade, Wit's End,NaN,0.1237,0.6042
KogMaw, Blade of the Ruined King, Guinsoo's Rageblade, Phantom Dancer,NaN,0.0567,0.4091
KogMaw, Blade of the Ruined King, Runaan's Hurricane, Guinsoo's Rageblade,NaN,0.0541,0.8095
KogMaw, Guinsoo's Rageblade, Blade of the Ruined King, Runaan's Hurricane,NaN,0.0464,0.3889
KogMaw, Guinsoo's Rageblade, Runaan's Hurricane, Blade of the Ruined King,NaN,0.0361,0.5714
KogMaw, Guinsoo's Rageblade, Blade of the Ruined King, Wit's End,NaN,0.0232,0.2222
KogMaw, Blade of the Ruined King, Runaan's Hurricane, Wit's End,NaN,0.0232,0.6667
Lucian, Blade of the Ruined King, Essence Reaver, Rapid Firecannon,NaN,0.3025,0.5586
Lucian, Blade of the Ruined King, Essence Reaver, Infinity Edge,NaN,0.2816,0.5665
Lucian, Blade of the Ruined King, Essence Reaver, Phantom Dancer,NaN,0.11,0.5317
Lucian, Blade of the Ruined King, Essence Reaver, Black Cleaver,NaN,0.0298,0.5567
Lucian, Essence Reaver, Infinity Edge, Rapid Firecannon,NaN,0.0282,0.6036
Lucian, Blade of the Ruined King, Essence Reaver, Maw of Malmortius,NaN,0.0263,0.537
Lucian, Blade of the Ruined King, Black Cleaver, Essence Reaver,NaN,0.0207,0.5396
Lucian, Blade of the Ruined King, Essence Reaver, Guardian Angel,NaN,0.0181,0.5424
MissFortune, Essence Reaver, Infinity Edge, Rapid Firecannon,NaN,0.3627,0.6105
MissFortune, Essence Reaver, Infinity Edge, Bloodthirster,NaN,0.2009,0.6267
MissFortune, Essence Reaver, Infinity Edge, Phantom Dancer,NaN,0.1641,0.6051
MissFortune, Essence Reaver, Infinity Edge, Guardian Angel,NaN,0.0609,0.6276
MissFortune, Essence Reaver, Infinity Edge, Maw of Malmortius,NaN,0.0288,0.6239
MissFortune, Essence Reaver, Rapid Firecannon, Infinity Edge,NaN,0.0203,0.5932
MissFortune, Essence Reaver, Infinity Edge, Mortal Reminder,NaN,0.0202,0.4936
MissFortune, Essence Reaver, Infinity Edge, Mercurial Scimitar,NaN,0.0137,0.5938
Senna, Manamune, Duskblade of Draktharr, Rapid Firecannon,NaN,0.3675,0.5757
Senna, Manamune, Duskblade of Draktharr, Edge of Night,NaN,0.2024,0.5959
Senna, Manamune, Duskblade of Draktharr, Youmuu's Ghostblade,NaN,0.1218,0.5942
Senna, Manamune, Duskblade of Draktharr, Infinity Edge,NaN,0.0335,0.5351
Senna, Manamune, Edge of Night, Duskblade of Draktharr,NaN,0.0321,0.5963
Senna, Manamune, Youmuu's Ghostblade, Duskblade of Draktharr,NaN,0.0309,0.6571
Senna, Manamune, Edge of Night, Rapid Firecannon,NaN,0.0191,0.5538
Senna, Manamune, Youmuu's Ghostblade, Edge of Night,NaN,0.0182,0.5484
Sivir, Essence Reaver, Infinity Edge, Rapid Firecannon,NaN,0.3053,0.5934
Sivir, Essence Reaver, Infinity Edge, Phantom Dancer,NaN,0.2733,0.5604
Sivir, Essence Reaver, Phantom Dancer, Infinity Edge,NaN,0.1401,0.5929
Sivir, Essence Reaver, Rapid Firecannon, Infinity Edge,NaN,0.0881,0.4318
Sivir, Essence Reaver, Infinity Edge, Statikk Shiv,NaN,0.026,0.4615
Sivir, Essence Reaver, Statikk Shiv, Infinity Edge,NaN,0.015,0.4
Sivir, Essence Reaver, Infinity Edge, Maw of Malmortius,NaN,0.01,0.7
Sivir, Essence Reaver, Phantom Dancer, Infinity Edge,NaN,0.01,0.8
Syndra, Luden's Echo, Morellonomicon, Zhonya's Hourglass,NaN,0.2556,0.5588
Syndra, Hextech GLP-800, Morellonomicon, Zhonya's Hourglass,NaN,0.0977,0.6538
Syndra, Luden's Echo, Morellonomicon, Rabadon's Deathcap,NaN,0.094,0.44
Syndra, Luden's Echo, Zhonya's Hourglass, Morellonomicon,NaN,0.0602,0.6875
Syndra, Luden's Echo, Morellonomicon, Void Staff,NaN,0.0414,0.4545
Syndra, Hextech GLP-800, Morellonomicon, Rabadon's Deathcap,NaN,0.0301,0.625
Syndra, Luden's Echo, Morellonomicon, Banshee's Veil,NaN,0.0301,0.75
Syndra, Luden's Echo, Morellonomicon, Mejai's Soulstealer,NaN,0.0301,0.75
Taliyah, Luden's Echo, Morellonomicon, Zhonya's Hourglass,NaN,0.2432,0.5812
Taliyah, Luden's Echo, Morellonomicon, Mejai's Soulstealer,NaN,0.0748,0.6944
Taliyah, Luden's Echo, Morellonomicon, Rabadon's Deathcap,NaN,0.0707,0.7059
Taliyah, Hextech GLP-800, Morellonomicon, Zhonya's Hourglass,NaN,0.0582,0.6786
Taliyah, Luden's Echo, Mejai's Soulstealer, Morellonomicon,NaN,0.052,0.68
Taliyah, Luden's Echo, Zhonya's Hourglass, Morellonomicon,NaN,0.0499,0.6667
Taliyah, Luden's Echo, Morellonomicon, Banshee's Veil,NaN,0.0478,0.6087
